"Kantons_Nr","Gemeinde_Nr","Ja_Stimmen_In_Prozent","Ja_Stimmen_Absolut","Nein_Stimmen_Absolut","Stimmbeteiligung_In_Prozent","Eingelegte_Stimmzettel","Anzahl_Stimmberechtigte","Gueltige_Stimmen","Gebiet_Ausgezaehlt","Kanton_Short","Gemeinde_d","Gemeinde_f","Gemeinde_i","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Kanton_d","Kanton_f","Kanton_i","Ja_Stimmen_In_Prozent_Kanton","Highest_Yes_Kant","Highest_No_Kant"
1,1,39.553219448,301,460,54.487632509,771,1415,761,TRUE,"ZH","Aeugst am Albis","Aeugst am Albis","Aeugst am Albis","Aeugst am Albis ZH","Aeugst am Albis (ZH)","Aeugst am Albis ZH","Zürich","Zurich","Zurigo",38.537574999,FALSE,FALSE
1,2,35.658914729,1150,2075,45.309050773,3284,7248,3225,TRUE,"ZH","Affoltern am Albis","Affoltern am Albis","Affoltern am Albis","Affoltern am Albis ZH","Affoltern am Albis (ZH)","Affoltern am Albis ZH","Zürich","Zurich","Zurigo",38.537574999,FALSE,FALSE
1,3,36.151452282,697,1231,53.260572988,1952,3665,1928,TRUE,"ZH","Bonstetten","Bonstetten","Bonstetten","Bonstetten ZH","Bonstetten (ZH)","Bonstetten ZH","Zürich","Zurich","Zurigo",38.537574999,FALSE,FALSE
1,4,39.479553903,531,814,52.938916635,1378,2603,1345,TRUE,"ZH","Hausen am Albis","Hausen am Albis","Hausen am Albis","Hausen am Albis ZH","Hausen am Albis (ZH)","Hausen am Albis ZH","Zürich","Zurich","Zurigo",38.537574999,FALSE,FALSE
1,5,37.099125364,509,863,55.750798722,1396,2504,1372,TRUE,"ZH","Hedingen","Hedingen","Hedingen","Hedingen ZH","Hedingen (ZH)","Hedingen ZH","Zürich","Zurich","Zurigo",38.537574999,FALSE,FALSE
1,6,42.857142857,162,216,47.310513447,387,818,378,TRUE,"ZH","Kappel am Albis","Kappel am Albis","Kappel am Albis","Kappel am Albis ZH","Kappel am Albis (ZH)","Kappel am Albis ZH","Zürich","Zurich","Zurigo",38.537574999,FALSE,FALSE
1,7,36.693548387,273,471,50.562541363,764,1511,744,TRUE,"ZH","Knonau","Knonau","Knonau","Knonau ZH","Knonau (ZH)","Knonau ZH","Zürich","Zurich","Zurigo",38.537574999,FALSE,FALSE
1,8,37.068965517,86,146,52.927927928,235,444,232,TRUE,"ZH","Maschwanden","Maschwanden","Maschwanden","Maschwanden ZH","Maschwanden (ZH)","Maschwanden ZH","Zürich","Zurich","Zurigo",38.537574999,FALSE,FALSE
1,9,39.238498149,742,1149,52.124492558,1926,3695,1891,TRUE,"ZH","Mettmenstetten","Mettmenstetten","Mettmenstetten","Mettmenstetten ZH","Mettmenstetten (ZH)","Mettmenstetten ZH","Zürich","Zurich","Zurigo",38.537574999,FALSE,FALSE
1,10,34.360348292,513,980,43.141718839,1516,3514,1493,TRUE,"ZH","Obfelden","Obfelden","Obfelden","Obfelden ZH","Obfelden (ZH)","Obfelden ZH","Zürich","Zurich","Zurigo",38.537574999,FALSE,FALSE
1,11,35.807422267,357,640,52.180685358,1005,1926,997,TRUE,"ZH","Ottenbach","Ottenbach","Ottenbach","Ottenbach ZH","Ottenbach (ZH)","Ottenbach ZH","Zürich","Zurich","Zurigo",38.537574999,FALSE,FALSE
1,12,31.614349776,141,305,58.184143223,455,782,446,TRUE,"ZH","Rifferswil","Rifferswil","Rifferswil","Rifferswil ZH","Rifferswil (ZH)","Rifferswil ZH","Zürich","Zurich","Zurigo",38.537574999,FALSE,FALSE
1,13,42.084006462,521,717,51.923872569,1255,2417,1238,TRUE,"ZH","Stallikon","Stallikon","Stallikon","Stallikon ZH","Stallikon (ZH)","Stallikon ZH","Zürich","Zurich","Zurigo",38.537574999,FALSE,FALSE
1,14,48.554282597,890,943,53.198172473,1863,3502,1833,TRUE,"ZH","Wettswil am Albis","Wettswil am Albis","Wettswil am Albis","Wettswil am Albis ZH","Wettswil am Albis (ZH)","Wettswil am Albis ZH","Zürich","Zurich","Zurigo",38.537574999,FALSE,FALSE
1,21,34.75177305,98,184,57.54527163,286,497,282,TRUE,"ZH","Adlikon","Adlikon","Adlikon","Adlikon ZH","Adlikon (ZH)","Adlikon ZH","Zürich","Zurich","Zurigo",38.537574999,FALSE,FALSE
1,22,39.518900344,115,176,49.32885906,294,596,291,TRUE,"ZH","Benken ZH","Benken (ZH)","Benken ZH","Benken ZH","Benken (ZH)","Benken ZH","Zürich","Zurich","Zurigo",38.537574999,FALSE,FALSE
1,23,40.684410646,107,156,59.645232816,269,451,263,TRUE,"ZH","Berg am Irchel","Berg am Irchel","Berg am Irchel","Berg am Irchel ZH","Berg am Irchel (ZH)","Berg am Irchel ZH","Zürich","Zurich","Zurigo",38.537574999,FALSE,FALSE
1,24,43.044619423,164,217,53.793103448,390,725,381,TRUE,"ZH","Buch am Irchel","Buch am Irchel","Buch am Irchel","Buch am Irchel ZH","Buch am Irchel (ZH)","Buch am Irchel ZH","Zürich","Zurich","Zurigo",38.537574999,FALSE,FALSE
1,25,36.030534351,236,419,50.520059435,680,1346,655,TRUE,"ZH","Dachsen","Dachsen","Dachsen","Dachsen ZH","Dachsen (ZH)","Dachsen ZH","Zürich","Zurich","Zurigo",38.537574999,FALSE,FALSE
1,26,32.8125,84,172,51.556420233,265,514,256,TRUE,"ZH","Dorf","Dorf","Dorf","Dorf ZH","Dorf (ZH)","Dorf ZH","Zürich","Zurich","Zurigo",38.537574999,FALSE,FALSE
1,27,33.827618165,365,714,47.310461669,1117,2361,1079,TRUE,"ZH","Feuerthalen","Feuerthalen","Feuerthalen","Feuerthalen ZH","Feuerthalen (ZH)","Feuerthalen ZH","Zürich","Zurich","Zurigo",38.537574999,FALSE,FALSE
1,28,36.842105263,175,300,49.285714286,483,980,475,TRUE,"ZH","Flaach","Flaach","Flaach","Flaach ZH","Flaach (ZH)","Flaach ZH","Zürich","Zurich","Zurigo",38.537574999,FALSE,FALSE
1,29,43.820224719,234,300,53.897978826,560,1039,534,TRUE,"ZH","Flurlingen","Flurlingen","Flurlingen","Flurlingen ZH","Flurlingen (ZH)","Flurlingen ZH","Zürich","Zurich","Zurigo",38.537574999,FALSE,FALSE
1,30,41.597139452,349,490,55.845852384,855,1531,839,TRUE,"ZH","Andelfingen","Andelfingen","Andelfingen","Andelfingen ZH","Andelfingen (ZH)","Andelfingen ZH","Zürich","Zurich","Zurigo",38.537574999,FALSE,FALSE
1,31,40.448113208,343,505,51.76119403,867,1675,848,TRUE,"ZH","Henggart","Henggart","Henggart","Henggart ZH","Henggart (ZH)","Henggart ZH","Zürich","Zurich","Zurigo",38.537574999,FALSE,FALSE
1,32,54.970760234,94,77,49.855907781,173,347,171,TRUE,"ZH","Humlikon","Humlikon","Humlikon","Humlikon ZH","Humlikon (ZH)","Humlikon ZH","Zürich","Zurich","Zurigo",38.537574999,FALSE,FALSE
1,33,35.926449788,254,453,49.594594595,734,1480,707,TRUE,"ZH","Kleinandelfingen","Kleinandelfingen","Kleinandelfingen","Kleinandelfingen ZH","Kleinandelfingen (ZH)","Kleinandelfingen ZH","Zürich","Zurich","Zurigo",38.537574999,FALSE,FALSE
1,34,43.558282209,284,368,52.015503876,671,1290,652,TRUE,"ZH","Laufen-Uhwiesen","Laufen-Uhwiesen","Laufen-Uhwiesen","Laufen-Uhwiesen ZH","Laufen-Uhwiesen (ZH)","Laufen-Uhwiesen ZH","Zürich","Zurich","Zurigo",38.537574999,FALSE,FALSE
1,35,40.245566166,295,438,53.824160114,753,1399,733,TRUE,"ZH","Marthalen","Marthalen","Marthalen","Marthalen ZH","Marthalen (ZH)","Marthalen ZH","Zürich","Zurich","Zurigo",38.537574999,FALSE,FALSE
